SAM3	S000006195	amino acid transport	GO:0006865
ATP4	S000005999	protein complex biogenesis	GO:0070271
ATG27	S000003714	cytoplasm	GO:0005737
PWR1	S000132614	molecular function	GO:0003674
COA3	S000007611	molecular function	GO:0003674
MRPL32	S000000596	ribosome	GO:0005840
INM2	S000002695	hydrolase activity	GO:0016787
DDP1	S000005689	nucleus	GO:0005634
YGR161C-D	S000007368	transposition	GO:0032196
DBP10	S000002189	rRNA processing	GO:0006364
PKH1	S000002898	cell wall organization or biogenesis	GO:0071554
CRZ1	S000004972	response to chemical	GO:0042221
TOM71	S000001159	cytoplasm	GO:0005737
tW(CCA)J	S000006773	cytoplasm	GO:0005737
tD(GUC)D	S000006531	RNA binding	GO:0003723
RER2	S000000206	endoplasmic reticulum	GO:0005783
CAB5	S000002604	nucleus	GO:0005634
YLR287C	S000004277	cytoplasm	GO:0005737
CDC7	S000002175	chromosome	GO:0005694
CHD1	S000000966	mitochondrion	GO:0005739
NUC1	S000003744	mitochondrion	GO:0005739
STE13	S000005745	peptidase activity	GO:0008233
RSM22	S000001638	cytoplasm	GO:0005737
CAC2	S000004570	cytoplasm	GO:0005737
LYP1	S000005212	cytoplasm	GO:0005737
CRC1	S000005626	monocarboxylic acid metabolic process	GO:0032787
ASK1	S000001535	regulation of organelle organization	GO:0033043
SLM3	S000002191	methyltransferase activity	GO:0008168
PAF1	S000000483	mRNA processing	GO:0006397
RUP1	S000005664	regulation of protein modification process	GO:0031399
SLD2	S000001591	DNA repair	GO:0006281
LSB1	S000003368	cytoplasm	GO:0005737
ERV14	S000003022	meiotic cell cycle	GO:0051321
MAL41	S000029686	transmembrane transport	GO:0055085
HSP30	S000000615	membrane	GO:0016020
YIL002W-A	S000028835	cellular component	GO:0005575
BNA2	S000003839	cofactor metabolic process	GO:0051186
RAX1	S000005827	cytokinesis	GO:0000910
DEP1	S000000011	nucleus	GO:0005634
NPL3	S000002840	nucleobase-containing compound transport	GO:0015931
IRC19	S000003956	molecular function	GO:0003674
YDR124W	S000002531	cellular component	GO:0005575
tT(AGU)D	S000006739	translational elongation	GO:0006414
MSH1	S000001162	ATPase activity	GO:0016887
BAP3	S000002453	amino acid transport	GO:0006865
TIM54	S000003590	protein targeting	GO:0006605
PFK1	S000003472	generation of precursor metabolites and energy	GO:0006091
NTH2	S000000205	hydrolase activity	GO:0016787
GAC1	S000005704	meiotic cell cycle	GO:0051321
ZTA1	S000000250	oxidoreductase activity	GO:0016491
SIR1	S000001809	chromatin organization	GO:0006325
YPT31	S000000833	exocytosis	GO:0006887
YPT52	S000001722	endocytosis	GO:0006897
SWI5	S000002553	organelle fission	GO:0048285
POR1	S000005000	mitochondrion organization	GO:0007005
SGE1	S000006402	transmembrane transporter activity	GO:0022857
PSF2	S000003608	DNA replication	GO:0006260
YCS4	S000004262	chromatin binding	GO:0003682
MSA2	S000001785	molecular function	GO:0003674
NUP42	S000002600	nucleobase-containing compound transport	GO:0015931
ALG11	S000004993	lipid metabolic process	GO:0006629
UBA4	S000001153	RNA modification	GO:0009451
URB1	S000001497	nucleus	GO:0005634
GAT4	S000001452	nucleus	GO:0005634
SNO3	S000001834	vitamin metabolic process	GO:0006766
TRS65	S000003398	Golgi vesicle transport	GO:0048193
FKS3	S000004923	transferase activity, transferring glycosyl groups	GO:0016757
COS111	S000000407	signaling	GO:0023052
SMC3	S000003610	hydrolase activity	GO:0016787
YFL042C	S000001852	biological process	GO:0008150
RAD7	S000003813	DNA repair	GO:0006281
OPY2	S000006279	molecular function	GO:0003674
CNM67	S000005169	protein complex biogenesis	GO:0070271
AUS1	S000005537	plasma membrane	GO:0005886
GAS4	S000005492	membrane	GO:0016020
SLA1	S000000103	cytoskeleton	GO:0005856
ZDS1	S000004886	enzyme regulator activity	GO:0030234
ARC35	S000005318	structural molecule activity	GO:0005198
YHL008C	S000001000	ion transport	GO:0006811
BCY1	S000001295	plasma membrane	GO:0005886
FLC3	S000003107	mitochondrion	GO:0005739
DJP1	S000001443	cytoplasm	GO:0005737
EBS1	S000002614	RNA catabolic process	GO:0006401
GCG1	S000000965	cytoplasm	GO:0005737
YJL127C-B	S000028522	cellular component	GO:0005575
SNR61	S000006452	rRNA binding	GO:0019843
TIF2	S000003674	helicase activity	GO:0004386
USA1	S000004491	endoplasmic reticulum	GO:0005783
MGM101	S000003905	DNA binding	GO:0003677
PAU10	S000002950	biological process	GO:0008150
RRT12	S000000641	hydrolase activity	GO:0016787
SPO22	S000001335	regulation of cell cycle	GO:0051726
RRP6	S000005527	nuclease activity	GO:0004518
RDI1	S000002294	plasma membrane	GO:0005886
CAM1	S000005969	ion binding	GO:0043167
MNE1	S000005877	RNA splicing	GO:0008380
tR(ACG)E	S000006701	RNA binding	GO:0003723
BIO5	S000005339	monocarboxylic acid metabolic process	GO:0032787
YIP1	S000003404	molecular function	GO:0003674
INM1	S000001088	carbohydrate metabolic process	GO:0005975
CTF4	S000006339	cellular response to DNA damage stimulus	GO:0006974
SLY1	S000002597	organelle fusion	GO:0048284
MEL6	S000029665	hydrolase activity	GO:0016787
RPL1B	S000003103	ribosome	GO:0005840
SMC5	S000005394	ATPase activity	GO:0016887
TDA8	S000002140	biological process	GO:0008150
QCR6	S000001929	membrane	GO:0016020
SLA2	S000005187	cell budding	GO:0007114
NRM1	S000005292	cytoplasm	GO:0005737
RAI1	S000003215	DNA-templated transcription, termination	GO:0006353
MCH1	S000002212	transmembrane transporter activity	GO:0022857
GRR1	S000003850	regulation of cell cycle	GO:0051726
tK(CUU)D2	S000006617	mitochondrion organization	GO:0007005
YIL077C	S000001339	mitochondrion	GO:0005739
FIS1	S000001327	mitochondrion organization	GO:0007005
YKR005C	S000001713	molecular function	GO:0003674
CDC73	S000004410	chromatin binding	GO:0003682
SGT2	S000005533	protein targeting	GO:0006605
YMR242W-A	S000028694	biological process	GO:0008150
SLA1	S000000103	nucleus	GO:0005634
YLR256W-A	S000007377	RNA binding	GO:0003723
VPS36	S000004409	small conjugating protein binding	GO:0032182
SBH1	S000002128	protein targeting	GO:0006605
STD1	S000005573	response to osmotic stress	GO:0006970
HMG2	S000004442	oxidoreductase activity	GO:0016491
HNM1	S000003045	ion transport	GO:0006811
PRE6	S000005398	mitochondrion	GO:0005739
MCM4	S000006223	DNA repair	GO:0006281
YPL257W-B	S000007358	nucleotidyltransferase activity	GO:0016779
RFC2	S000003829	ATPase activity	GO:0016887
YDJ1	S000005008	cytoplasm	GO:0005737
ENO2	S000001217	cytoplasm	GO:0005737
IMG1	S000000642	cytoplasm	GO:0005737
ROM2	S000004363	regulation of transport	GO:0051049
tT(AGU)N2	S000006745	triplet codon-amino acid adaptor activity	GO:0030533
FUN30	S000000017	mitochondrion	GO:0005739
CDC55	S000003158	nucleus	GO:0005634
SPT15	S000000950	nucleic acid binding transcription factor activity	GO:0001071
SKG3	S000004177	site of polarized growth	GO:0030427
SNF6	S000001017	carbohydrate metabolic process	GO:0005975
TRM13	S000005485	nucleus	GO:0005634
RPL35A	S000002350	rRNA processing	GO:0006364
VAM3	S000005632	membrane invagination	GO:0010324
COS2	S000000506	molecular function	GO:0003674
PMT3	S000005848	transferase activity	GO:0016740
CDC11	S000003837	mitotic cell cycle	GO:0000278
YOR022C	S000005548	cytoplasm	GO:0005737
NCA2	S000006359	mitochondrion	GO:0005739
HOS3	S000006037	cytoplasm	GO:0005737
APP1	S000005038	lipid metabolic process	GO:0006629
ACC1	S000005299	membrane	GO:0016020
HEM15	S000005702	mitochondrion	GO:0005739
WSC4	S000001020	cytoplasm	GO:0005737
TFC4	S000003279	nucleic acid binding transcription factor activity	GO:0001071
MSB4	S000005472	exocytosis	GO:0006887
UIP3	S000000075	nucleus	GO:0005634
NUP84	S000002274	nucleus	GO:0005634
LST8	S000004951	membrane	GO:0016020
YGL185C	S000003153	cytoplasm	GO:0005737
YDR261C-D	S000007395	peptidase activity	GO:0008233
SUC3	S000029532	carbohydrate metabolic process	GO:0005975
TOM5	S000006433	transmembrane transporter activity	GO:0022857
ICE2	S000001352	cellular ion homeostasis	GO:0006873
NDE2	S000002243	cytoplasm	GO:0005737
YPL260W	S000006181	nucleus	GO:0005634
UBP15	S000004920	peptidase activity	GO:0008233
ECM11	S000002854	organelle fission	GO:0048285
PTR3	S000001925	molecular function	GO:0003674
GCN2	S000002691	protein phosphorylation	GO:0006468
YOL155W-A	S000028855	molecular function	GO:0003674
FRD1	S000000773	response to chemical	GO:0042221
HCS1	S000001500	DNA replication	GO:0006260
HAL9	S000005449	response to osmotic stress	GO:0006970
MCM22	S000003896	organelle fission	GO:0048285
RPS2	S000003091	structural molecule activity	GO:0005198
RPB4	S000003676	response to heat	GO:0009408
CTF8	S000001234	organelle fission	GO:0048285
tI(AAU)N2	S000006610	RNA binding	GO:0003723
FPS1	S000003966	membrane	GO:0016020
BUR6	S000000961	DNA binding	GO:0003677
VPS5	S000005595	endosomal transport	GO:0016197
SPT6	S000003348	nucleobase-containing compound transport	GO:0015931
ATG19	S000005442	vesicle organization	GO:0016050
TAN1	S000003201	tRNA processing	GO:0008033
GUP1	S000003052	protein lipidation	GO:0006497
ARG82	S000002580	transferase activity	GO:0016740
PET111	S000004870	membrane	GO:0016020
STT4	S000004296	membrane	GO:0016020
RPA43	S000005867	nucleus	GO:0005634
PSY2	S000005145	signaling	GO:0023052
UBC12	S000004297	cellular component	GO:0005575
RRD1	S000001415	chromosome	GO:0005694
YGL036W	S000003004	cytoplasm	GO:0005737
YPR015C	S000006219	biological process	GO:0008150
YDR222W	S000002630	molecular function	GO:0003674
SWD3	S000000379	protein alkylation	GO:0008213
YAF9	S000005051	chromosome	GO:0005694
APD1	S000000355	molecular function	GO:0003674
tG(GCC)F2	S000006580	translational elongation	GO:0006414
PPZ1	S000004478	cellular ion homeostasis	GO:0006873
tN(GUU)N1	S000006673	cytoplasm	GO:0005737
POT1	S000001422	cytoplasm	GO:0005737
ATP23	S000005303	molecular function	GO:0003674
ABF1	S000001595	DNA replication	GO:0006260
CDC5	S000004603	cytoskeleton	GO:0005856
PIP2	S000005890	response to chemical	GO:0042221
PAU11	S000003230	cellular component	GO:0005575
RSC8	S000001933	ATPase activity	GO:0016887
RSC8	S000001933	DNA-templated transcription, elongation	GO:0006354
VAN1	S000004583	transferase activity, transferring glycosyl groups	GO:0016757
MSS51	S000004193	membrane	GO:0016020
HIF1	S000003945	nucleus	GO:0005634
YDR034C-D	S000007345	hydrolase activity	GO:0016787
MEL10	S000029692	carbohydrate metabolic process	GO:0005975
PRE5	S000004931	membrane	GO:0016020
YDL009C	S000002167	molecular function	GO:0003674
tK(CUU)K	S000006626	triplet codon-amino acid adaptor activity	GO:0030533
SCP1	S000005894	cytoskeleton organization	GO:0007010
KSH1	S000028698	cellular component	GO:0005575
tI(AAU)L1	S000006607	triplet codon-amino acid adaptor activity	GO:0030533
NUF2	S000005430	nucleus	GO:0005634
SUF3	S000006572	translational elongation	GO:0006414
DCP2	S000005062	mRNA binding	GO:0003729
SRL1	S000005773	cytoplasm	GO:0005737
MCH4	S000005479	cytoplasm	GO:0005737
PEP4	S000006075	membrane invagination	GO:0010324
TAF12	S000002552	transcription from RNA polymerase II promoter	GO:0006366
SGS1	S000004802	telomere organization	GO:0032200
MSS1	S000004625	ion binding	GO:0043167
YDR365W-B	S000007401	hydrolase activity	GO:0016787
DON1	S000002681	sporulation	GO:0043934
ERI1	S000028423	endoplasmic reticulum	GO:0005783
IST3	S000001444	nucleobase-containing compound transport	GO:0015931
RPB3	S000001283	nucleus	GO:0005634
GNT1	S000005847	carbohydrate metabolic process	GO:0005975
RSM24	S000002582	structural molecule activity	GO:0005198
HRA1	S000119380	cellular component	GO:0005575
SNR7-S	S000006496	RNA binding	GO:0003723
ZTA1	S000000250	RNA binding	GO:0003723
LAG2	S000005385	mitochondrion	GO:0005739
XKS1	S000003426	transferase activity	GO:0016740
ARP2	S000002187	nucleobase-containing small molecule metabolic process	GO:0055086
VPS25	S000003863	protein targeting	GO:0006605
SNR65	S000006456	RNA modification	GO:0009451
VPS9	S000004563	organelle inheritance	GO:0048308
UGA2	S000000210	response to oxidative stress	GO:0006979
SHM2	S000004048	cytoplasm	GO:0005737
YGR174W-A	S000028639	biological process	GO:0008150
NOP1	S000002172	chromatin organization	GO:0006325
YDR124W	S000002531	molecular function	GO:0003674
COX10	S000006093	cytoplasm	GO:0005737
PRT1	S000005888	cytoplasm	GO:0005737
SIP2	S000003176	cytoplasm	GO:0005737
AIR2	S000002334	helicase activity	GO:0004386
YNR029C	S000005312	biological process	GO:0008150
SPF1	S000000757	transmembrane transporter activity	GO:0022857
CIK1	S000004811	cytoplasm	GO:0005737
RNH1	S000004847	nuclease activity	GO:0004518
HTA1	S000002633	chromatin organization	GO:0006325
HAP2	S000003206	nucleus	GO:0005634
MIX17	S000004604	cellular respiration	GO:0045333
SOD1	S000003865	response to oxidative stress	GO:0006979
SSA3	S000000171	protein targeting	GO:0006605
MEL4	S000029694	hydrolase activity, acting on glycosyl bonds	GO:0016798
KEG1	S000001938	carbohydrate metabolic process	GO:0005975
IML1	S000003899	membrane	GO:0016020
SNQ2	S000002418	mitochondrion	GO:0005739
ARI1	S000003125	nucleus	GO:0005634
ZEO1	S000005469	mitochondrion	GO:0005739
AVO1	S000005438	plasma membrane	GO:0005886
CDC31	S000005783	nucleus	GO:0005634
tN(GUU)L	S000006672	translational elongation	GO:0006414
YPL199C	S000006120	molecular function	GO:0003674
BUD7	S000005825	cytoplasm	GO:0005737
DPB11	S000003626	regulation of cell cycle	GO:0051726
EMT3	S000006662	triplet codon-amino acid adaptor activity	GO:0030533
SET2	S000003704	regulation of DNA metabolic process	GO:0051052
VMA5	S000001563	vacuole	GO:0005773
SNF2	S000005816	nucleus	GO:0005634
TES1	S000003780	hydrolase activity	GO:0016787
RGI1	S000000869	generation of precursor metabolites and energy	GO:0006091
RCN1	S000001642	enzyme binding	GO:0019899
PEX29	S000002887	molecular function	GO:0003674
HOS2	S000003162	cytoplasm	GO:0005737
YNL146W	S000005090	cytoplasm	GO:0005737
MRP4	S000000996	mitochondrion organization	GO:0007005
FAA2	S000000817	monocarboxylic acid metabolic process	GO:0032787
RAD34	S000002722	cellular response to DNA damage stimulus	GO:0006974
ECM33	S000000282	molecular function	GO:0003674
SKI8	S000003181	RNA catabolic process	GO:0006401
ADH7	S000000702	oxidoreductase activity	GO:0016491
YIG1	S000006122	cytoplasm	GO:0005737
JHD1	S000000853	oxidoreductase activity	GO:0016491
EMP70	S000004073	cytoplasm	GO:0005737
HHT1	S000000214	nucleus	GO:0005634
THP2	S000001210	DNA recombination	GO:0006310
LEE1	S000005975	cellular component	GO:0005575
APC5	S000005775	proteolysis involved in cellular protein catabolic process	GO:0051603
VPS34	S000004230	nucleus	GO:0005634
ECM3	S000005618	biological process	GO:0008150
MRPS8	S000004767	mitochondrion	GO:0005739
SET3	S000001737	regulation of organelle organization	GO:0033043
PSR2	S000004009	response to osmotic stress	GO:0006970
RSR1	S000003384	cytokinesis	GO:0000910
CLA4	S000005242	cytoplasm	GO:0005737
COQ4	S000002612	cytoplasm	GO:0005737
ASF2	S000002356	chromosome	GO:0005694
PIS1	S000006317	cytoplasm	GO:0005737
SOF1	S000003934	nucleus	GO:0005634
GSY2	S000004248	carbohydrate metabolic process	GO:0005975
ROG3	S000001918	response to chemical	GO:0042221
ARP8	S000005667	DNA recombination	GO:0006310
ARG80	S000004645	nucleus	GO:0005634
YER152C	S000000954	transferase activity	GO:0016740
HOS2	S000003162	chromosome	GO:0005694
VID24	S000000309	protein targeting	GO:0006605
HPR1	S000002545	structural molecule activity	GO:0005198
MRPL8	S000003599	ribosome	GO:0005840
YEA6	S000000732	mitochondrion	GO:0005739
YJL113W	S000003649	mitochondrion	GO:0005739
SPT15	S000000950	transcription from RNA polymerase I promoter	GO:0006360
RRT6	S000003114	molecular function	GO:0003674
NAB3	S000006111	RNA catabolic process	GO:0006401
YBL005W-B	S000002147	transferase activity	GO:0016740
MVP1	S000004606	nucleus	GO:0005634
ASK1	S000001535	chromosome segregation	GO:0007059
CSE4	S000001532	chromosome	GO:0005694
POP1	S000005165	nuclease activity	GO:0004518
COR1	S000000141	membrane	GO:0016020
SMC3	S000003610	mitotic cell cycle	GO:0000278
tS(UGA)Q2	S000007333	triplet codon-amino acid adaptor activity	GO:0030533
YJR003C	S000003763	mitochondrion	GO:0005739
RTA1	S000003445	biological process	GO:0008150
EST3	S000006432	hydrolase activity	GO:0016787
PEX13	S000004181	cytoplasm	GO:0005737
GCV1	S000002426	cellular amino acid metabolic process	GO:0006520
DSE3	S000005790	biological process	GO:0008150
PEX2	S000003746	peroxisome	GO:0005777
RAD51	S000000897	chromosome	GO:0005694
SPT8	S000004045	peptidyl-amino acid modification	GO:0018193
tL(CAA)L	S000006643	cytoplasm	GO:0005737
SIP4	S000003625	nucleus	GO:0005634
HHO1	S000006048	nucleus	GO:0005634
PMA1	S000002976	membrane	GO:0016020
SNR17A	S000007294	RNA binding	GO:0003723
GGC1	S000002357	mitochondrion	GO:0005739
DOS2	S000002475	cytoplasm	GO:0005737
YLR030W	S000004020	biological process	GO:0008150
ACC1	S000005299	lipid metabolic process	GO:0006629
ORM1	S000003270	endoplasmic reticulum	GO:0005783
UBX2	S000004475	proteolysis involved in cellular protein catabolic process	GO:0051603
YGR168C	S000003400	membrane	GO:0016020
PMT6	S000003431	transferase activity	GO:0016740
RRP6	S000005527	nucleus	GO:0005634
SUP6	S000006780	translational elongation	GO:0006414
MCM1	S000004646	regulation of DNA metabolic process	GO:0051052
SLZ1	S000005140	meiotic cell cycle	GO:0051321
SML1	S000004523	cytoplasm	GO:0005737
CDC3	S000004306	ion binding	GO:0043167
NUD1	S000005900	cytoskeleton organization	GO:0007010
RRG7	S000005832	cytoplasm	GO:0005737
HSP32	S000006201	cytoplasm	GO:0005737
KTI12	S000001593	nucleus	GO:0005634
YLR012C	S000004002	biological process	GO:0008150
TMA22	S000003775	RNA binding	GO:0003723
GEX2	S000001814	membrane	GO:0016020
NCA2	S000006359	membrane	GO:0016020
PCA1	S000000499	transmembrane transporter activity	GO:0022857
MEX67	S000006090	nuclear transport	GO:0051169
CIT3	S000006205	generation of precursor metabolites and energy	GO:0006091
CDH1	S000002971	regulation of cell cycle	GO:0051726
PEX19	S000002223	membrane	GO:0016020
NHP2	S000002367	RNA modification	GO:0009451
CLN2	S000006177	cytoplasm	GO:0005737
PHM8	S000000839	phosphatase activity	GO:0016791
TIM10	S000003530	protein targeting	GO:0006605
CBT1	S000001691	mRNA processing	GO:0006397
RPO31	S000005642	transferase activity	GO:0016740
PFK1	S000003472	carbohydrate metabolic process	GO:0005975
SNF1	S000002885	kinase activity	GO:0016301
SIP18	S000004787	lipid binding	GO:0008289
MIH1	S000004639	cytoplasm	GO:0005737
MCK1	S000005251	chromosome segregation	GO:0007059
YJR142W	S000003903	biological process	GO:0008150
TGL2	S000002465	mitochondrion	GO:0005739
DID4	S000001485	molecular function	GO:0003674
ATG16	S000004769	protein lipidation	GO:0006497
tI(AAU)E2	S000006603	RNA binding	GO:0003723
